word_index,word,senses,gold_image,gold_sense,ambiguous_sentence,prompt,answer
2058,flirt,"{""verb_senses"": [""talk or behave amorously, without serious intentions"", ""behave carelessly or indifferently""], ""gold_pos"": ""verb"", ""noun_senses"": [""playful behavior intended to arouse sexual interest""]}",image.591.jpg,1,She was warned not to flirt with the trouble at the end of the bar.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: flirt","A gentleman gazes adoringly at a woman as she playfully adjusts her ribbon, a parasol casting a warm glow nearby, suggesting a delicate and charming exchange between them."
2062,pilot,"{""noun_senses"": [""someone who is licensed to operate an aircraft in flight"", ""a person qualified to guide ships through difficult waters going into or out of a harbor"", ""a program exemplifying a contemplated series; intended to attract sponsors"", ""something that serves as a model or a basis for making copies"", ""small auxiliary gas burner that provides a flame to ignite a larger gas burner"", ""an inclined metal frame at the front of a locomotive to clear the track""], ""gold_pos"": ""noun"", ""verb_senses"": [""operate an airplane"", ""act as the navigator in a car, plane, or vessel and plan, direct, plot the path and position of the conveyance""]}",image.13210.jpg,2,The team was instructed to monitor the pilot closely during the most difficult part of the operation.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: pilot","A bright yellow vessel, clearly marked for pilot duty, navigates the water with crew members preparing for a transfer, likely to guide larger ships safely through the channel under the large bridge in the background."
2064,melt,"{""verb_senses"": [""reduce or cause to be reduced from a solid to a liquid state, usually by heating"", ""become or cause to become soft or liquid"", ""become more relaxed, easygoing, or genial"", ""lose its distinct outline or shape; blend gradually"", ""become less clearly visible or distinguishable; disappear gradually or seemingly"", ""become less intense and fade away gradually""], ""gold_pos"": ""verb"", ""noun_senses"": [""the process whereby heat changes something from a solid to a liquid""]}",image.720.jpg,1,The snow-covered peak began to melt into the gray sky.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: melt","Molten material flows from a vessel into molds, creating steam and sparks as it cools and solidifies. The intense heat is visible in the bright orange glow, contrasting with the dark, gritty surroundings of the foundry floor."
2067,burn,"{""verb_senses"": [""destroy by fire"", ""shine intensely, as if with heat"", ""undergo combustion"", ""cause a sharp or stinging pain or discomfort"", ""cause to burn or combust"", ""feel strong emotion, especially anger or passion"", ""cause to undergo combustion"", ""burn at the stake"", ""spend (significant amounts of money)"", ""feel hot or painful"", ""burn, sear, or freeze (tissue) using a hot iron or electric current or a caustic agent"", ""get a sunburn by overexposure to the sun"", ""create by duplicating data"", ""use up (energy)"", ""burn with heat, fire, or radiation""], ""gold_pos"": ""verb"", ""noun_senses"": [""pain that feels hot as if it were on fire"", ""a browning of the skin resulting from exposure to the rays of the sun"", ""an injury caused by exposure to heat or chemicals or radiation"", ""a place or area that has been burned (especially on a person's body)"", ""damage inflicted by fire""]}",image.8855.jpg,3,She watched the film burn.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: burn","A match begins to burn, releasing wisps of smoke that curl and rise against a dark background. Flames erupt from the tip, consuming the wood and creating a vibrant, orange glow. The heat is palpable, as evidenced by the distortion of the air around the fire."
2072,pay,"{""verb_senses"": [""give money, usually in exchange for goods or services"", ""convey, as of a compliment, regards, attention, etc.; bestow"", ""cancel or discharge a debt"", ""bring in"", ""do or give something to somebody in return"", ""dedicate"", ""be worth it"", ""render"", ""bear (a cost or penalty), in recompense for some action"", ""make a compensation for"", ""discharge or settle""], ""gold_pos"": ""verb"", ""noun_senses"": [""something that remunerates""]}",image.2904.jpg,1,The traveler will pay the guard before entering the city.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: pay","A woman in red is extending her hand as if to pay a vendor for a bunch of daffodils. Another customer waits nearby, and a person with a child and a green bag walks past in the background."
2077,nanny,"{""noun_senses"": [""a woman who is the custodian of children"", ""female goat""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.3212.jpg,1,We spent the afternoon watching the nanny playing with the kids in the yard.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: nanny","A woman stands with a young child seated on her lap, likely in a formal studio setting. Her expression is serious and direct, and she is dressed in a high-necked lace dress with a dark ribbon at the throat and small earrings. The child, a fair-skinned boy, is wearing a sailor-style suit and looks directly at the camera. The arrangement and attire suggest a relationship of caretaking, consistent with the role of a domestic worker responsible for childcare."
2092,fossil,"{""noun_senses"": [""someone whose style is out of fashion"", ""the remains (or an impression) of a plant or animal that existed in a past geological age and that has been excavated from the soil""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.12756.jpg,2,The students couldn't stop staring at the fossil that had been standing at the front of the room.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: fossil","A preserved remnant of an ancient marine creature is displayed, showcasing a coiled shell with intricate patterns formed over time within the rock. It represents a past life form, now mineralized and offering a glimpse into prehistoric environments."
2099,assemble,"{""verb_senses"": [""create by putting components or members together"", ""collect in one place"", ""get people together""], ""gold_pos"": ""verb"", ""noun_senses"": []}",image.10923.jpg,3,The coach asked the captain to assemble the team behind the stadium.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: assemble","A group is gathered around a table, appearing to assemble information from various documents and notes, likely for a collaborative project or briefing. Individuals are pointing, writing, and discussing the materials spread across the wooden surface, suggesting a focused effort to put together a comprehensive understanding of the subject matter."
2103,elamite,"{""noun_senses"": [""a member of an ancient warlike people living in Elam east of Babylonia as early as 3000 BC"", ""an extinct ancient language of unknown affinities; spoken by the Elamites""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.10283.jpg,2,The researcher struggled to categorize the elamite.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: elamite","This appears to be a clay tablet from ancient Elam, featuring numerical notations and potentially administrative records represented through a combination of impressed dots and linear markings. The symbols suggest a system of accounting or inventory, common in early Elamite civilization, and the tablet’s fragmented state indicates its age and the challenges of preservation. The patterns of dots and lines likely represent quantities of goods or transactions, reflecting the economic activities of the period."
2104,mystification,"{""noun_senses"": [""confusion resulting from failure to understand"", ""something designed to mystify or bewilder"", ""the activity of obscuring people's understanding, leaving them baffled or bewildered""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.13305.jpg,3,The board members were unprepared for the CEO's sudden mystification.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: mystification","A sense of bewilderment hangs in the air as a woman, seemingly lost in thought or perhaps a dream, walks past a reclining figure whose gaze is fixed with a questioning, almost troubled expression. The surrounding foliage, abundant and slightly overgrown, adds to the feeling of being lost within a complex, perhaps unknowable, world, hinting at hidden meanings and obscured truths. The figures’ expressions and postures suggest a narrative just beyond comprehension, leaving the viewer with a lingering sense of uncertainty."
2105,load,"{""verb_senses"": [""fill or place a load on"", ""provide (a device) with something necessary"", ""transfer from a storage device to a computer's memory"", ""put (something) on a structure or conveyance"", ""corrupt, debase, or make impure by adding a foreign or inferior substance; often by replacing valuable ingredients with inferior ones""], ""gold_pos"": ""verb"", ""noun_senses"": [""weight to be borne or conveyed"", ""a quantity that can be processed or transported at one time"", ""goods carried by a large vehicle"", ""an amount of alcohol sufficient to intoxicate"", ""the power output of a generator or power plant"", ""an onerous or difficult concern"", ""a deposit of valuable ore occurring within definite boundaries separating it from surrounding rocks"", ""the front part of a guided missile or rocket or torpedo that carries the nuclear or explosive charge or the chemical or biological agents"", ""electrical device to which electrical power is delivered""]}",image.8097.jpg,4,The technician prepared to load the sample.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: load","A large crane is actively engaged in a process to load a shipping container onto a specialized vehicle for transport within a busy port environment. Several other vehicles await their own load, positioned in a line along the dock. The operation involves careful lifting and placement of the container, demonstrating the scale of logistical operations at the harbor."
2110,sadness,"{""noun_senses"": [""emotions experienced when not in a state of well-being"", ""the state of being sad"", ""the quality of excessive mournfulness and uncheerfulness""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.13315.jpg,2,The artist spent years trying to capture the profound sadness of the old estate.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: sadness","A profound sense of sorrow is etched into the stone, visible in the downturned mouth and the sculpted tears flowing from a closed eye. The weathered texture of the face and the shadowed depths emphasize a heavy heart and enduring grief. It’s a tangible representation of deep emotional pain."
2111,specialization,"{""noun_senses"": [""the act of specializing; making something suitable for a special purpose"", ""the special line of work you have adopted as your career"", ""(biology) the structural adaptation of some body part for a particular function""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.11033.jpg,2,The researcher concluded that the specialization was essential for survival in such a competitive environment.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: specialization","Precision instruments demonstrate a high degree of specialization, with each component designed for a specific task within a complex process, as seen in the arrangement of mounts, adjustments, and a focused optical element over a prepared sample."
2112,spider,"{""noun_senses"": [""predatory arachnid with eight legs, two poison fangs, two feelers, and usually two silk-spinning organs at the back end of the body; they spin silk to make cocoons for eggs or traps for prey"", ""a computer program that prowls the internet looking for publicly accessible resources that can be added to a database; the database can then be searched with a search engine"", ""a skillet made of cast iron""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.11676.jpg,1,"He examined the spider carefully, wondering if it was still in good enough condition to be used for the job.","Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: spider","A large spider rests in the center of its intricate web, legs extended and body prominently displayed against a blurred green background. The delicate strands of the web radiate outwards, catching the light and creating a complex pattern around the creature. It appears to be an orb-weaver, with a rounded abdomen and spiky legs."
2113,dowse,"{""verb_senses"": [""wet thoroughly"", ""use a divining rod in search of underground water or metal"", ""slacken"", ""cover with liquid; pour liquid onto""], ""gold_pos"": ""verb"", ""noun_senses"": [""searching for underground water or minerals by using a dowsing rod""]}",image.3629.jpg,2,The rancher was instructed to dowse the line before the sun went down.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: dowse","A man carries a forked branch, likely hazel or willow, held with both hands as if seeking hidden water or minerals beneath the surface. His posture and the way he grips the branches suggest a practiced method of divining, moving as if responding to subtle energies or pulls."
2125,broccoli,"{""noun_senses"": [""plant with dense clusters of tight green flower buds"", ""branched green undeveloped flower heads""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.8895.jpg,2,The gardener spent the morning cleaning the broccoli.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: broccoli","Two heads of broccoli are displayed against a white background, showcasing their vibrant green color and dense, floreted tops. One appears fuller and darker in hue, while the other is more slender and lighter green, with visible branching stems. Both exhibit the characteristic textured surface of the vegetable."
2127,listen,"{""verb_senses"": [""hear with intention"", ""listen and pay attention"", ""pay close attention to; give heed to""], ""gold_pos"": ""verb"", ""noun_senses"": [""the act of hearing attentively""]}",image.8193.jpg,1,You should listen to your doctor regarding the new medication.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: listen","A young man appears absorbed, headphones covering his ears as if deeply engaged in sound. His gaze is downcast, suggesting concentration and a private moment of auditory experience."
2128,skirt,"{""noun_senses"": [""cloth covering that forms the part of a garment below the waist"", ""a garment hanging from the waist; worn mainly by girls and women"", ""(Fungi) a remnant of the partial veil that in mature mushrooms surrounds the stem like a collar"", ""informal terms for a (young) woman""], ""gold_pos"": ""noun"", ""verb_senses"": [""avoid or try to avoid fulfilling, answering, or performing (duties, questions, or issues)"", ""pass around or about; move along the border"", ""form the edge of"", ""extend on all sides of simultaneously; encircle""]}",image.11075.jpg,2,He noticed the delicate skirt near the forest floor.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: skirt","A long, flowing skirt with a red patterned upper section and a blue and purple striped ruffled hem is shown on a mannequin."
2139,kiowa,"{""noun_senses"": [""a member of a Tanoan people living in the southwestern United States"", ""the Tanoan language spoken by the Kiowa""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.4362.jpg,1,Kiowa was difficult for the researcher to understand.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: kiowa","Three individuals, identified as kiowa, stand formally posed for a portrait. They are adorned with traditional garments including feathered headdresses, beaded necklaces, and fringed clothing in shades of red, purple, and yellow. One man is seated, holding a pouch, while the others stand with stoic expressions. Details like moccasins with colorful beadwork are visible, showcasing cultural artistry."
2145,rape,"{""verb_senses"": [""force (someone) to have sex against their will"", ""destroy and strip of its possession""], ""gold_pos"": ""verb"", ""noun_senses"": [""Eurasian plant cultivated for its seed and as a forage crop"", ""the act of despoiling a country in warfare"", ""the crime of forcing a woman to submit to sexual intercourse against her will""]}",image.13396.jpg,1,The marauders sought to rape the small community.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: rape","The painting depicts a violent struggle between two figures, one dominating the other in a prone position. The upper figure, adorned with flowers, leans over and appears to be forcing themselves upon the lower figure, who resists with a covered face and contorted limbs. The dark background and the figures' nude forms emphasize the vulnerability and brutality of the scene, suggesting a forceful and unwanted act."
2151,stuff,"{""noun_senses"": [""the tangible substance that goes into the makeup of a physical object"", ""miscellaneous unspecified objects"", ""informal terms for personal possessions"", ""senseless talk"", ""unspecified qualities required to do or be something"", ""information in some unspecified form"", ""a critically important or characteristic component""], ""gold_pos"": ""noun"", ""verb_senses"": [""cram into a cavity"", ""press or force"", ""obstruct"", ""overeat or eat immodestly; make a pig of oneself"", ""treat with grease, fill, and prepare for mounting"", ""fill tightly with a material"", ""fill with a stuffing while cooking""]}",image.13079.jpg,2,The architect looked at the stuff on the table and wondered if it would be enough to finish the project.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: stuff","There’s a collection of various items laid out on a wooden surface, including pipes, a bag containing plant matter, a knife, and some small metal objects alongside a candy wrapper."
2152,skate,"{""noun_senses"": [""sports equipment that is worn on the feet to enable the wearer to glide along and to be propelled by the alternate actions of the legs"", ""large edible rays having a long snout and thick tail with pectoral fins continuous with the head; swim by undulating the edges of the pectoral fins""], ""gold_pos"": ""noun"", ""verb_senses"": [""move along on skates""]}",image.7455.jpg,2,The man carefully cleaned the skate before putting it away for the evening.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: skate","A flat, cartilaginous fish rests on the sandy seabed, displaying a pinkish hue with white spots across its broad body and a long, whip-like tail extending from its rear. Its eyes are visible on the upper surface, and the edges of its pectoral fins are translucent."
2171,rutabaga,"{""noun_senses"": [""the large yellow root of a rutabaga plant used as food"", ""a cruciferous plant with a thick bulbous edible yellow root""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.6511.jpg,1,The farmer proudly displayed the rutabaga at the community harvest festival.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: rutabaga","A collection of rutabaga roots are freshly pulled from the garden soil, still bearing their green leafy tops and a network of thin rootlets. The vegetables vary in size and show earthy tones of yellow, brown, and green, indicating they were recently harvested. They are nestled amongst some green grass and small weeds in the dark, rich soil."
2179,group,"{""noun_senses"": [""any number of entities (members) considered as a unit"", ""(chemistry) two or more atoms bound together as a single unit and forming part of a molecule"", ""a set that is closed, associative, has an identity element and every element has an inverse""], ""gold_pos"": ""noun"", ""verb_senses"": [""arrange into a group or groups"", ""form a group or group together""]}",image.8356.jpg,1,The properties of the group were carefully monitored.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: group","A colorful collection of smaller cubes forms a larger, complex structure, demonstrating how individual parts can come together as a unified group."
2187,rustling,"{""noun_senses"": [""the stealing of cattle"", ""a light noise, like the noise of silk clothing or leaves blowing in the wind""], ""gold_pos"": ""noun"", ""verb_senses"": [""make a dry crackling sound"", ""take illegally"", ""forage food""]}",image.9621.jpg,1,The rancher grew increasingly concerned about the frequent rustling occurring near the edge of the property.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: rustling","A large herd of cattle is being driven across a body of water, likely a river or large creek, by a group of mounted figures wielding ropes and firearms. The scene depicts a chaotic and hurried movement, with dust and smoke rising in the background, suggesting a swift and perhaps illicit operation involving livestock. Several riders are actively directing the cattle, while others appear to be guarding the perimeter, indicative of a coordinated effort to move a substantial number of animals quickly and discreetly. A building is visible in the distance, and the sun is setting, adding to the sense of urgency and clandestine activity."
2196,read,"{""verb_senses"": [""interpret something that is written or printed"", ""have or contain a certain wording or form"", ""look at, interpret, and say out loud something that is written or printed"", ""obtain data from magnetic tapes"", ""interpret the significance of, as of palms, tea leaves, intestines, the sky; also of human behavior"", ""interpret something in a certain way; convey a particular meaning or impression"", ""be a student of a certain subject"", ""indicate a certain reading; of gauges and instruments"", ""audition for a stage role by reading parts of a role"", ""to hear and understand"", ""make sense of a language""], ""gold_pos"": ""verb"", ""noun_senses"": [""something that is read""]}",image.10483.jpg,1,The actor was asked to read the part.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: read","The screen displays a directory listing of files on a disk, with names like “WOODKO PD”, “KUNG FU MASTER”, and “SOCCER SYSTEMS”. It appears someone is attempting to read the contents of a disk, as prompted by the “Printer (J)/N ?” message. The system reports 664 blocks free and lists 0 files initially, then proceeds to list several program files with extensions like “PRG”."
2198,buffalo,"{""noun_senses"": [""large shaggy-haired brown bison of North American plains"", ""a city on Lake Erie in western New York (near Niagara Falls)"", ""meat from an American bison"", ""any of several Old World animals resembling oxen including, e.g., water buffalo; Cape buffalo""], ""gold_pos"": ""noun"", ""verb_senses"": [""intimidate or overawe""]}",image.11403.jpg,1,Buffalo proved to be the most memorable part of the entire travel.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: buffalo","A buffalo stands near a river, appearing to step onto a fallen log. The animal is dark brown and appears to be in a natural, forested environment with mountains in the distance. The landscape suggests a wilderness area, possibly a national park, with a mix of green vegetation and trees that show signs of past fires or natural decay."
2203,cook,"{""verb_senses"": [""prepare a hot meal"", ""prepare for eating by applying heat"", ""transform and make suitable for consumption by heating"", ""tamper, with the purpose of deception"", ""transform by heating""], ""gold_pos"": ""verb"", ""noun_senses"": [""someone who cooks food"", ""English navigator who claimed the east coast of Australia for Britain and discovered several Pacific islands (1728-1779)""]}",image.5798.jpg,1,The manager asked the assistant to cook the entries.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: cook","Two individuals wearing traditional tall white hats and chef coats are actively preparing food in a professional kitchen, plating dishes on a serving line with various ingredients visible."
2208,residency,"{""noun_senses"": [""the act of dwelling in a place"", ""the position of physician who is receiving special training in a hospital (usually after completing an internship)""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.13517.jpg,2,He was worried that the requirements for his residency would be too difficult to meet.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: residency","Medical professionals are engaged in a simulated emergency scenario, likely part of their training during a hospital residency program, practicing critical care skills on a manikin while utilizing advanced life support equipment."
2212,spice,"{""noun_senses"": [""aromatic substances of vegetable origin used as a preservative"", ""any of a variety of pungent aromatic vegetable substances used for flavoring food"", ""the property of being seasoned with spice and so highly flavored""], ""gold_pos"": ""noun"", ""verb_senses"": [""make more interesting or flavorful"", ""add herbs or spices to""]}",image.4702.jpg,2,The merchant insisted that the quality of the spice would determine the value of the meat.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: spice","A vibrant display showcases a wide variety of spice offerings, arranged in colorful cones and jars. Powders like curry, paprika, and saffron are piled high, alongside whole spices and blends in glass containers. Numerous small price tags indicate the cost per unit, and various bottles of extracts and seasonings are interspersed throughout the arrangement, creating a rich and aromatic market scene."
2214,draw,"{""noun_senses"": [""a gully that is shallower than a ravine"", ""an entertainer who attracts large audiences"", ""the finish of a contest in which the score is tied and the winner is undecided"", ""anything (straws or pebbles etc.) taken or chosen at random"", ""a playing card or cards dealt or taken from the pack"", ""a golf shot that curves to the left for a right-handed golfer"", ""(American football) the quarterback moves back as if to pass and then hands the ball to the fullback who is running toward the line of scrimmage"", ""poker in which a player can discard cards and receive substitutes from the dealer"", ""the act of drawing or hauling something""], ""gold_pos"": ""noun"", ""verb_senses"": [""cause to move by pulling"", ""get or derive"", ""make a mark or lines on a surface"", ""make, formulate, or derive in the mind"", ""bring, take, or pull out of a container or from under a cover"", ""represent by making a drawing of, as with a pencil, chalk, etc. on a surface"", ""take liquid out of a container or well"", ""give a description of"", ""select or take in from a given group or region"", ""elicit responses, such as objections, criticism, applause, etc."", ""suck in or take (air)"", ""move or go steadily or gradually"", ""remove (a commodity) from (a supply source)"", ""choose at random"", ""earn or achieve a base by being walked by the pitcher"", ""bring or lead someone to a certain action or condition"", ""cause to flow"", ""write a legal document or paper"", ""engage in drawing"", ""move or pull so as to cover or uncover something"", ""allow a draft"", ""require a specified depth for floating"", ""pull (a person) apart with four horses tied to his extremities, so as to execute him"", ""cause to move in a certain direction by exerting a force upon, either physically or in an abstract sense"", ""take in, also metaphorically"", ""direct toward itself or oneself by means of some psychological power or physical attributes"", ""thread on or as if on a string"", ""stretch back a bowstring (on an archer's bow)"", ""pass over, across, or through"", ""finish a game with an equal number of points, goals, etc."", ""contract"", ""reduce the diameter of (a wire or metal rod) by pulling it through a die"", ""steep; pass through a strainer"", ""remove the entrails of"", ""flatten, stretch, or mold metal or glass, by rolling or by pulling it through a die or by stretching"", ""cause to localize at one point""]}",image.8118.jpg,5,The scout spent several minutes examining the draw.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: draw","A hand reveals cards selected from a deck, displaying an eight of clubs, two aces – one of spades and one of clubs – and an eight of spades, with a final card showing an eight of spades in full view."
2218,democracy,"{""noun_senses"": [""the political orientation of those who favor government by the people or by their elected representatives"", ""a political system in which the supreme power lies in a body of citizens who can elect people to represent them"", ""the doctrine that the numerical majority of an organized group can make decisions binding on the whole group""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.8264.jpg,2,The strength of their democracy was the primary concern during the heated debate.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: democracy","A person is casting a ballot into a transparent box, a fundamental act representing participation in a democratic process. The scene depicts a moment of civic duty, with the ballot marked “République Française” signifying a national election and the secure box ensuring the integrity of the vote. It illustrates a cornerstone of representative government where citizens exercise their right to choose their leaders."
2219,mombin,"{""noun_senses"": [""common tropical American shrub or small tree with purplish fruit"", ""purplish tropical fruit""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.10313.jpg,1,The artist spent several hours capturing the unique features of the mombin.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: mombin","Branches display numerous round, green fruits characteristic of a mombin tree against a backdrop of a partly cloudy sky. The fruits are clustered along the limbs, appearing in various stages of development, with some showing early leaf growth. The stark, dark branches create a network silhouetted against the bright sky."
2221,study,"{""noun_senses"": [""a detailed critical inspection"", ""applying the mind to learning and understanding a subject (especially by reading)"", ""a written document describing the findings of some individual or group"", ""a state of deep mental absorption"", ""a room used for reading and writing and studying"", ""a branch of knowledge"", ""preliminary drawing for later elaboration"", ""attentive consideration and meditation"", ""someone who memorizes quickly and easily (as the lines for a part in a play)"", ""a composition intended to develop one aspect of the performer's technique""], ""gold_pos"": ""noun"", ""verb_senses"": [""consider in detail and subject to an analysis in order to discover essential features or meaning"", ""be a student; follow a course of study; be enrolled at an institute of learning"", ""give careful consideration to"", ""be a student of a certain subject"", ""learn by reading books"", ""think intently and at length, as for spiritual purposes""]}",image.13542.jpg,5,He spent his final years perfecting the study.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: study","A room is arranged to resemble a writer’s space, complete with a round table covered in papers, an inkwell, and a candle. Bookshelves line the wall, filled with volumes, and a small desk sits nearby, suggesting a place for focused work and contemplation. Chairs are positioned around the table, inviting someone to sit and engage in intellectual pursuits."
2224,shame,"{""noun_senses"": [""a painful emotion resulting from an awareness of inadequacy or guilt"", ""a state of dishonor"", ""an unfortunate development""], ""gold_pos"": ""noun"", ""verb_senses"": [""bring shame or dishonor upon"", ""compel through a sense of shame"", ""cause to be ashamed"", ""surpass or beat by a wide margin""]}",image.10551.jpg,1,The shame of his career was something he could never truly forget.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: shame","A figure hunches inward, arms drawn close as if to shield oneself, head lowered in a gesture of vulnerability and withdrawal. The body language conveys a sense of exposure and a desire to disappear, suggesting a profound internal struggle and a feeling of being unworthy or exposed. The rough texture of the sculpture emphasizes the rawness of the emotion."
2226,denim,"{""noun_senses"": [""(usually plural) close-fitting trousers of heavy denim for manual work or casual wear"", ""a coarse durable twill-weave cotton fabric""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.6560.jpg,2,The tailor carefully examined the denim before starting the next task.,"Given a word and an image, try to explain the image with the given word.
Do not indicate you are captioning an image. Do not mention 'The/This image', 'The/This photograph', etc. Do not highlight the given word in the sentence.
Word: denim","A close-up view showcases the construction of denim, highlighting the different washes and textures within the fabric. The stitching, done with contrasting thread, emphasizes the durable quality and detailed craftsmanship often found in quality denim garments. A selvedge edge is visible, a hallmark of premium denim production."
