word_index,word,word_phrase,senses,gold_image,gold_pos,gold_sense
11293,bowl,She kept her bowl in the bag until it was time to leave.,"{""n"": [""a round vessel that is open at the top; used chiefly for holding food or liquids"", ""a concave shape with an open top"", ""a dish that is round and open at the top for serving foods"", ""the quantity contained in a bowl"", ""a large structure for open-air sports or entertainments"", ""a large ball with finger holes used in the sport of bowling"", ""a wooden ball (with flattened sides so that it rolls on a curved course) used in the game of lawn bowling"", ""a small round container that is open at the top for holding tobacco"", ""the act of rolling something (as the ball in bowling)""], ""v"": [""roll (a ball)"", ""hurl a cricket ball from one end of the pitch towards the batsman at the other end"", ""engage in the sport of bowling""]}",image.9472.jpg,n,6.0
11367,duet,I added the duet to my playlist after dinner.,"{""n"": [""two items of the same kind"", ""two performers or singers who perform together"", ""a pair who associate with one another"", ""a musical composition for two performers"", ""(ballet) a dance for two people (usually a ballerina and a danseur noble)""]}",image.8173.jpg,n,4.0
11472,seal,The seal came over for dinner.,"{""n"": [""fastener consisting of a resinous composition that is plastic when warm; used for sealing documents and parcels and letters"", ""a device incised to make an impression; used to secure a closing or to authenticate documents"", ""the pelt or fur (especially the underfur) of a seal"", ""a member of a Naval Special Warfare unit who is trained for unconventional warfare"", ""a stamp affixed to a document (as to attest to its authenticity or to seal it)"", ""an indication of approved or superior status"", ""a finishing coat applied to exclude moisture"", ""fastener that provides a tight and perfect closure"", ""any of numerous marine mammals that come on shore to breed; chiefly of cold regions""], ""v"": [""make tight; secure against leakage"", ""close with or as if with a seal"", ""decide irrevocably"", ""affix a seal to"", ""cover with varnish"", ""hunt seals""]}",image.4511.jpg,n,4.0
11481,cuckoo,There was a cuckoo near the garden gate this morning.,"{""n"": [""a man who is a stupid incompetent fool"", ""any of numerous European and North American birds having pointed wings and a long tail""], ""v"": [""repeat monotonously, like a cuckoo repeats his call""]}",image.13825.jpg,n,2.0
11505,butcher,"When the feed ran low, they decided to butcher one of the older chickens.","{""n"": [""a retailer of meat"", ""a brutal indiscriminate murderer"", ""a person who slaughters or dresses meat for market"", ""someone who makes mistakes because of incompetence""], ""v"": [""kill (animals) usually for food consumption""], ""a"": [""used of men; markedly masculine in appearance or manner"", ""(of male or female homosexuals) characterized by stereotypically male traits or appearance""]}",image.52.jpg,v,1.0
11506,roll,She rolled the ribbon around the gift before putting it in the bag.,"{""n"": [""rotary motion of an object around its own axis"", ""a list of names"", ""a long heavy sea wave as it advances towards the shore"", ""photographic film rolled up inside a container to protect it from light"", ""a round shape formed by a series of concentric circles (as formed by leaves or flower petals)"", ""a roll of currency notes (often taken as the resources of a person or business etc.)"", ""small rounded bread either plain or sweet"", ""a deep prolonged sound (as of thunder or large bells)"", ""the sound of a drum (especially a snare drum) beaten rapidly and continuously"", ""a document that can be rolled up (as for storage)"", ""anything rolled up in cylindrical form"", ""the act of throwing dice"", ""walking with a swaying gait"", ""a flight maneuver; aircraft rotates about its longitudinal axis without changing direction or losing altitude"", ""the act of rolling something (as the ball in bowling)""], ""v"": [""move by turning over or rotating"", ""move along on or as if on wheels or a wheeled vehicle"", ""occur in soft rounded shapes"", ""flatten or spread with a roller"", ""emit, produce, or utter with a deep prolonged reverberating sound"", ""arrange or or coil around"", ""begin operating or running"", ""shape by rolling"", ""execute a roll, in tumbling"", ""sell something to or obtain something from by energetic and especially underhanded activity"", ""move in a wavy pattern or with a rising and falling motion"", ""move about aimlessly or without any destination, often in search of food or employment"", ""move, rock, or sway from side to side"", ""cause to move by turning over or in a circular manner of as if on an axis"", ""pronounce with a roll, of the phoneme /r/"", ""boil vigorously"", ""take the shape of a roll or cylinder"", ""show certain properties when being rolled""]}",image.13006.jpg,v,6.0
11509,desire,I desire a quiet weekend.,"{""n"": [""the feeling that accompanies an unsatisfied state"", ""an inclination to want things"", ""something that is desired""], ""v"": [""feel or have a desire for; want strongly"", ""expect and wish"", ""express a desire for""]}",image.9864.jpg,v,1.0
11520,roll,She set the roll on the shelf until she needed it.,"{""n"": [""rotary motion of an object around its own axis"", ""a list of names"", ""a long heavy sea wave as it advances towards the shore"", ""photographic film rolled up inside a container to protect it from light"", ""a round shape formed by a series of concentric circles (as formed by leaves or flower petals)"", ""a roll of currency notes (often taken as the resources of a person or business etc.)"", ""small rounded bread either plain or sweet"", ""a deep prolonged sound (as of thunder or large bells)"", ""the sound of a drum (especially a snare drum) beaten rapidly and continuously"", ""a document that can be rolled up (as for storage)"", ""anything rolled up in cylindrical form"", ""the act of throwing dice"", ""walking with a swaying gait"", ""a flight maneuver; aircraft rotates about its longitudinal axis without changing direction or losing altitude"", ""the act of rolling something (as the ball in bowling)""], ""v"": [""move by turning over or rotating"", ""move along on or as if on wheels or a wheeled vehicle"", ""occur in soft rounded shapes"", ""flatten or spread with a roller"", ""emit, produce, or utter with a deep prolonged reverberating sound"", ""arrange or or coil around"", ""begin operating or running"", ""shape by rolling"", ""execute a roll, in tumbling"", ""sell something to or obtain something from by energetic and especially underhanded activity"", ""move in a wavy pattern or with a rising and falling motion"", ""move about aimlessly or without any destination, often in search of food or employment"", ""move, rock, or sway from side to side"", ""cause to move by turning over or in a circular manner of as if on an axis"", ""pronounce with a roll, of the phoneme /r/"", ""boil vigorously"", ""take the shape of a roll or cylinder"", ""show certain properties when being rolled""]}",image.707.jpg,n,11.0
11536,slam,He slammed the jacket into the back seat.,"{""n"": [""winning all or all but one of the tricks in bridge"", ""the noise made by the forceful impact of two objects"", ""a forceful impact that makes a loud noise"", ""an aggressive remark directed at a person like a missile and intended to have a telling effect""], ""v"": [""close violently"", ""strike violently"", ""dance the slam dance"", ""throw violently""]}",image.8178.jpg,v,4.0
11545,smash,"In the dark, our cart smashed into the curb.","{""n"": [""a vigorous blow"", ""a serious collision (especially of motor vehicles)"", ""a hard return hitting the tennis ball above your head"", ""the act of colliding with something"", ""a conspicuous success""], ""v"": [""hit hard"", ""break into pieces, as by striking or knocking over"", ""reduce to bankruptcy"", ""hit violently"", ""humiliate or depress completely"", ""damage or destroy as if by violence"", ""hit (a tennis ball) in a powerful overhead stroke"", ""collide or strike violently and suddenly"", ""overthrow or destroy (something considered evil or harmful)"", ""break suddenly into pieces, as from a violent blow""], ""r"": [""with a loud crash""]}",image.7814.jpg,v,8.0
11547,grasp,He was trying to grasp it before it slipped away.,"{""n"": [""understanding of the nature or meaning or quality or magnitude of something"", ""the limit of capability"", ""an intellectual hold or understanding"", ""the act of grasping""], ""v"": [""hold firmly"", ""get the meaning of something""]}",image.15298.jpg,v,1.0
11600,wave,I watched a wave move along the guitar string after I plucked it.,"{""n"": [""one of a series of ridges that moves across the surface of a liquid (especially across a large body of water)"", ""a movement like that of a sudden occurrence or increase in a specified phenomenon"", ""(physics) a movement up and down or back and forth"", ""something that rises rapidly"", ""the act of signaling by a movement of the hand"", ""a hairdo that creates undulations in the hair"", ""an undulating curve"", ""a persistent and widespread unusual weather condition (especially of unusual temperatures)"", ""a member of the women's reserve of the United States Navy; originally organized during World War II but now no longer a separate branch""], ""v"": [""signal with the hands or nod"", ""move or swing back and forth"", ""move in a wavy pattern or with a rising and falling motion"", ""twist or roll into coils or ringlets"", ""set waves in""]}",image.9590.jpg,n,3.0
11607,kiss,She kissed his cheek as she passed by.,"{""n"": [""the act of caressing with the lips (or an instance thereof)"", ""a cookie made of egg whites and sugar"", ""any of several bite-sized candies"", ""a light glancing touch""], ""v"": [""touch with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc."", ""touch lightly or gently""]}",image.6205.jpg,v,1.0
11609,beat,"If I catch the next bus, I might beat you to the café.","{""n"": [""a regular route for a sentry or policeman"", ""the rhythmic contraction and expansion of the arteries with each beat of the heart"", ""the basic rhythmic unit in a piece of music"", ""a single pulsation of an oscillation produced by adding two waves of different frequencies; has a frequency equal to the difference between the two oscillations"", ""a member of the beat generation; a nonconformist in dress and behavior"", ""the sound of stroke or blow"", ""(prosody) the accent in a metrical foot of verse"", ""a regular rate of repetition"", ""a stroke or blow"", ""the act of beating to windward; sailing as close as possible to the direction from which the wind is blowing""], ""v"": [""come out better in a competition, race, or conflict"", ""give a beating to; subject to a beating, either as a punishment or as an act of aggression"", ""hit repeatedly"", ""move rhythmically"", ""shape by beating"", ""make a rhythmic sound"", ""glare or strike with great intensity"", ""move with a thrashing motion"", ""sail with much tacking or with difficulty"", ""stir vigorously"", ""strike (a part of one's own body) repeatedly, as in great emotion or in accompaniment to music"", ""be superior"", ""avoid paying"", ""make a sound like a clock or a timer"", ""move with a flapping motion"", ""indicate by beating, as with the fingers or drumsticks"", ""move with or as if with a regular alternating motion"", ""make by pounding or trampling"", ""produce a rhythm by striking repeatedly"", ""strike (water or bushes) repeatedly to rouse animals for hunting"", ""beat through cleverness and wit"", ""be a mystery or bewildering to"", ""wear out completely""], ""a"": [""very tired""]}",image.7595.jpg,v,1.0
11635,army,The army assembled in the square before the speech.,"{""n"": [""a permanent organization of the military land forces of a nation or state"", ""a large number of people united for some specific purpose"", ""the army of the United States of America; the agency that organizes and trains soldiers for land warfare""]}",image.13995.jpg,n,1.0
11647,log,"On the return trip, the captain checked the log every few minutes.","{""n"": [""a segment of the trunk of a tree when stripped of branches"", ""the exponent required to produce a given number"", ""a written record of messages sent or received"", ""a written record of events on a voyage (of a ship or plane)"", ""measuring instrument that consists of a float that trails from a ship by a knotted line in order to measure the ship's speed through the water""], ""v"": [""enter into a log, as on ships and planes"", ""cut lumber, as in woods and forests""]}",image.11170.jpg,n,5.0
11663,exhibition,The exhibition in the lobby caught everyone's attention.,"{""n"": [""the act of exhibiting"", ""a collection of things (goods or works of art etc.) for public display""]}",image.4043.jpg,n,2.0
11715,computer,The computer handled the numbers for the meeting.,"{""n"": [""a machine for performing calculations automatically"", ""an expert at calculation (or at operating calculating machines)""]}",image.9491.jpg,n,2.0
11782,football,The football was sitting by the door.,"{""n"": [""any of various games played with a ball (round or oval) in which two teams try to kick or carry or propel the ball into each other's goal"", ""the inflated oblong ball used in playing American football""]}",image.15910.jpg,n,2.0
11784,roar,"At the zoo, we heard the lion roar from the next enclosure.","{""n"": [""a deep prolonged loud noise"", ""a very loud utterance (like the sound of an animal)"", ""the sound made by a lion""], ""v"": [""make a loud noise, as of wind, water, or vehicles"", ""utter words loudly and forcefully"", ""emit long loud cries"", ""act or proceed in a riotous, turbulent, or disorderly way; -R.A.Billington"", ""make a loud noise, as of animal"", ""laugh unrestrainedly and heartily""]}",image.7002.jpg,v,5.0
11822,bugle,The bugle along the border looked nice.,"{""n"": [""a brass instrument without valves; used for military calls and fanfares"", ""any of various low-growing annual or perennial evergreen herbs native to Eurasia; used for ground cover"", ""a tubular glass or plastic bead sewn onto clothing for decoration""], ""v"": [""play on a bugle""]}",image.8718.jpg,n,2.0
11831,action,The action on this one feels smoother after the adjustment.,"{""n"": [""something done (usually as opposed to something said)"", ""the state of being active"", ""a military engagement"", ""a process existing in or produced by nature (rather than by the intent of human beings)"", ""the series of events that form a plot"", ""the trait of being active and energetic and forceful"", ""the operating part that transmits power to a mechanism"", ""a judicial proceeding brought by one party against another; one party prosecutes another for a wrong done or for protection of a right or for prevention of a wrong"", ""an act by a government body or supranational organization"", ""the most important or interesting work or activity in a specific area or field""], ""v"": [""institute legal proceedings against; file a suit against"", ""put in effect""]}",image.2440.jpg,n,7.0
11851,melt,I left the butter on the table to melt before dinner.,"{""n"": [""the process whereby heat changes something from a solid to a liquid""], ""v"": [""reduce or cause to be reduced from a solid to a liquid state, usually by heating"", ""become or cause to become soft or liquid"", ""become more relaxed, easygoing, or genial"", ""lose its distinct outline or shape; blend gradually"", ""become less clearly visible or distinguishable; disappear gradually or seemingly"", ""become less intense and fade away gradually""]}",image.798.jpg,v,1.0
11890,cotton,I kept the cotton in a small box on the shelf.,"{""n"": [""soft silky fibers from cotton plants in their raw state"", ""fabric woven from cotton fibers"", ""erect bushy mallow plant or small tree bearing bolls containing seeds with many long hairy fibers"", ""thread made of cotton fibers""], ""v"": [""take a liking to""]}",image.7952.jpg,n,1.0
11901,cotton,A bit of cotton was clinging to my sweater.,"{""n"": [""soft silky fibers from cotton plants in their raw state"", ""fabric woven from cotton fibers"", ""erect bushy mallow plant or small tree bearing bolls containing seeds with many long hairy fibers"", ""thread made of cotton fibers""], ""v"": [""take a liking to""]}",image.1523.jpg,n,1.0
11912,score,Her score surprised everyone.,"{""n"": [""a number or letter indicating quality (especially of a student's performance)"", ""a written form of a musical composition; parts for different instruments appear on separate staves on large pages"", ""a number that expresses the accomplishment of a team or an individual in a game or contest"", ""a set of twenty members"", ""grounds"", ""the facts about an actual situation"", ""an amount due (as at a restaurant or bar)"", ""a slight surface cut (especially a notch that is made to keep a tally)"", ""a resentment strong enough to justify retaliation"", ""the act of scoring in a game or sport"", ""a seduction culminating in sexual intercourse""], ""v"": [""gain points in a game"", ""make small marks into the surface of"", ""make underscoring marks"", ""write a musical score for"", ""induce to have sex"", ""get a certain number or letter indicating quality or performance"", ""assign a grade or rank to, according to one's evaluation""]}",image.10133.jpg,n,3.0
11915,pan,"At the lake, we panned the shoreline.","{""n"": [""cooking utensil consisting of a wide metal vessel"", ""(Greek mythology) god of fields and woods and shepherds and flocks; represented as a man with goat's legs and horns and ears; identified with Roman Sylvanus or Faunus"", ""shallow container made of metal"", ""chimpanzees; more closely related to Australopithecus than to other pongids""], ""v"": [""make a sweeping movement"", ""wash dirt in a pan to separate out the precious minerals"", ""express a totally negative opinion of""]}",image.835.jpg,v,1.0
11927,avocado,I placed the avocado near the window.,"{""n"": [""a pear-shaped tropical fruit with green or blackish skin and rich yellowish pulp enclosing a single large seed"", ""tropical American tree bearing large pulpy green fruits""], ""a"": [""of the dull yellowish green of the meat of an avocado""]}",image.6083.jpg,n,2.0
11950,catch,The catch was divided among the family.,"{""n"": [""a drawback or difficulty that is not readily evident"", ""the quantity that was caught"", ""a person regarded as a good matrimonial prospect"", ""anything that is caught (especially if it is worth catching)"", ""a break or check in the voice (usually a sign of strong emotion)"", ""a restraint that checks the motion of something"", ""a fastener that fastens or locks a door or window"", ""a cooperative game in which a ball is passed back and forth"", ""the act of catching an object with the hands"", ""the act of apprehending (especially apprehending a criminal)""], ""v"": [""discover or come upon accidentally, suddenly, or unexpectedly; catch somebody doing something or in a certain state"", ""perceive with the senses quickly, suddenly, or momentarily"", ""reach with a blow or hit in a particular spot"", ""take hold of so as to seize or restrain or stop the motion of"", ""succeed in catching or seizing, especially after a chase"", ""to hook or entangle"", ""attract and fix"", ""capture as if by hunting, snaring, or trapping"", ""reach in time"", ""get or regain something necessary, usually quickly or briefly"", ""catch up with and possibly overtake"", ""be struck or affected by"", ""check oneself during an action"", ""hear, usually without the knowledge of the speakers"", ""see or watch"", ""cause to become accidentally or suddenly caught, ensnared, or entangled"", ""detect a blunder or misstep"", ""grasp with the mind or develop an understanding of"", ""contract"", ""start burning"", ""perceive by hearing"", ""suffer from the receipt of"", ""attract; cause to be enamored"", ""apprehend and reproduce accurately"", ""take in and retain"", ""spread or be communicated"", ""be the catcher"", ""become aware of"", ""delay or hold up; prevent from proceeding on schedule or as planned""]}",image.1788.jpg,n,2.0
11954,tissue,The tissue on the desk was surprisingly soft.,"{""n"": [""part of an organism consisting of an aggregate of cells having a similar structure and function"", ""a soft thin (usually translucent) paper""], ""v"": [""create a piece of cloth by interlacing strands of fabric, such as wool or cotton""]}",image.9425.jpg,n,2.0
11978,tango,"At the reception, they were happy to tango if the band played something they liked.","{""n"": [""a ballroom dance of Latin-American origin"", ""music written in duple time for dancing the tango""], ""v"": [""dance a tango""]}",image.10803.jpg,v,1.0
12019,drizzle,We took a quick walk despite the drizzle.,"{""n"": [""very light rain; stronger than mist but less than a shower""], ""v"": [""rain lightly"", ""moisten with fine drops""]}",image.3222.jpg,n,1.0
12031,cook,The rice will cook in a few minutes.,"{""n"": [""someone who cooks food"", ""English navigator who claimed the east coast of Australia for Britain and discovered several Pacific islands (1728-1779)""], ""v"": [""prepare a hot meal"", ""prepare for eating by applying heat"", ""transform and make suitable for consumption by heating"", ""tamper, with the purpose of deception"", ""transform by heating""]}",image.9109.jpg,v,2.0
12051,cook,I’ll cook for everyone tonight.,"{""n"": [""someone who cooks food"", ""English navigator who claimed the east coast of Australia for Britain and discovered several Pacific islands (1728-1779)""], ""v"": [""prepare a hot meal"", ""prepare for eating by applying heat"", ""transform and make suitable for consumption by heating"", ""tamper, with the purpose of deception"", ""transform by heating""]}",image.607.jpg,v,1.0
12109,pilot,The pilot checked the charts before heading out.,"{""n"": [""someone who is licensed to operate an aircraft in flight"", ""a person qualified to guide ships through difficult waters going into or out of a harbor"", ""a program exemplifying a contemplated series; intended to attract sponsors"", ""something that serves as a model or a basis for making copies"", ""small auxiliary gas burner that provides a flame to ignite a larger gas burner"", ""an inclined metal frame at the front of a locomotive to clear the track""], ""v"": [""operate an airplane"", ""act as the navigator in a car, plane, or vessel and plan, direct, plot the path and position of the conveyance""]}",image.6142.jpg,n,1.0
12204,wait,"On Fridays, I wait at the local café.","{""n"": [""time during which some action is awaited"", ""the act of waiting (remaining inactive in one place while expecting something)""], ""v"": [""stay in one place and anticipate or expect something"", ""wait before acting"", ""look forward to the probable occurrence of"", ""serve as a waiter or waitress in a restaurant""]}",image.7089.jpg,v,4.0
12250,doctor,The doctor arrived early for the reception.,"{""n"": [""a licensed medical practitioner"", ""(Roman Catholic Church) a title conferred on 33 saints who distinguished themselves through the orthodoxy of their theological teaching"", ""children take the roles of physician or patient or nurse and pretend they are at the physician's office"", ""a person who holds Ph.D. degree (or the equivalent) from an academic institution""], ""v"": [""alter and make impure, as with the intention to deceive"", ""give medical treatment to"", ""restore by replacing a part or putting together what is torn or broken""]}",image.2021.jpg,n,4.0
12253,daphne,I found my keys near the daphne.,"{""n"": [""any of several ornamental shrubs with shiny mostly evergreen leaves and clusters of small bell-shaped flowers"", ""(Greek mythology) a nymph who was transformed into a laurel tree to escape the amorous Apollo""]}",image.7393.jpg,n,1.0
12278,shout,"When the door slammed open, she shouted.","{""n"": [""a loud utterance; often in protest or opposition""], ""v"": [""utter in a loud voice; talk in a loud voice (usually denoting characteristic manner of speaking)"", ""utter a sudden loud cry"", ""utter aloud; often with surprise, horror, or joy"", ""use foul or abusive language towards""]}",image.2455.jpg,v,2.0
12297,adonis,"At lunch, she mentioned Adonis in passing, then changed the subject.","{""n"": [""any handsome young man"", ""annual or perennial herbs"", ""(Greek mythology) a handsome youth loved by both Aphrodite and Persephone""]}",image.4510.jpg,n,3.0
12325,bear,The room bears a faint smell of coffee.,"{""n"": [""massive plantigrade carnivorous or omnivorous mammals with long shaggy coats and strong claws"", ""an investor with a pessimistic market outlook; an investor who expects prices to fall and so sells now in order to buy later at a lower price""], ""v"": [""have"", ""cause to be born"", ""put up with something or somebody unpleasant"", ""move while holding up or supporting"", ""bring forth,"", ""take on as one's own the expenses or debts of another person"", ""contain or hold; have within"", ""bring in"", ""have on one's person"", ""behave in a certain manner"", ""have rightfully; of rights, titles, and offices"", ""support or hold in a certain manner"", ""be pregnant with""]}",image.13991.jpg,v,7.0
12336,light,Do you have a light?,"{""n"": [""(physics) electromagnetic radiation that can produce a visual sensation"", ""any device serving as a source of illumination"", ""a particular perspective or aspect of a situation"", ""the quality of being luminous; emitting or reflecting light"", ""an illuminated area"", ""a condition of spiritual awareness; divine illumination"", ""the visual effect of illumination on objects or scenes as created in pictures"", ""a person regarded very fondly"", ""having abundant light or illumination"", ""mental understanding as an enlightening experience"", ""merriment expressed by a brightness or gleam or animation of countenance"", ""public awareness"", ""a divine presence believed by Quakers to enlighten and guide the soul"", ""a visual warning signal"", ""a device for lighting or igniting fuel or charges or fires""], ""v"": [""make lighter or brighter"", ""begin to smoke"", ""to come to rest, settle"", ""cause to start burning; subject to fire or great heat"", ""fall to somebody by assignment or lot"", ""alight from (a horse)""], ""a"": [""of comparatively little physical weight or density"", ""(used of color) having a relatively small amount of coloring agent"", ""of the military or industry; using (or being) relatively small or light arms or equipment"", ""not great in degree or quantity or number"", ""psychologically light; especially free from sadness or troubles"", ""characterized by or emitting light"", ""(used of vowels or syllables) pronounced with little or no stress"", ""easily assimilated in the alimentary canal; not rich or heavily seasoned"", ""(used of soil) loose and large-grained in consistency"", ""(of sound or color) free from anything that dulls or dims"", ""moving easily and quickly; nimble"", ""demanding little effort; not burdensome"", ""of little intensity or power or force"", ""(physics, chemistry) not having atomic weight greater than average"", ""weak and likely to lose consciousness"", ""very thin and insubstantial"", ""marked by temperance in indulgence"", ""less than the correct or legal or full amount often deliberately so"", ""having little importance"", ""intended primarily as entertainment; not serious or profound"", ""silly or trivial"", ""designed for ease of movement or to carry little weight"", ""having relatively few calories"", ""(of sleep) easily disturbed"", ""casual and unrestrained in sexual behavior""], ""r"": [""with few burdens""]}",image.6604.jpg,n,15.0
12341,bear,"After years of tending, the tree finally began to bear.","{""n"": [""massive plantigrade carnivorous or omnivorous mammals with long shaggy coats and strong claws"", ""an investor with a pessimistic market outlook; an investor who expects prices to fall and so sells now in order to buy later at a lower price""], ""v"": [""have"", ""cause to be born"", ""put up with something or somebody unpleasant"", ""move while holding up or supporting"", ""bring forth,"", ""take on as one's own the expenses or debts of another person"", ""contain or hold; have within"", ""bring in"", ""have on one's person"", ""behave in a certain manner"", ""have rightfully; of rights, titles, and offices"", ""support or hold in a certain manner"", ""be pregnant with""]}",image.7781.jpg,v,5.0
12344,conduct,The hotel attendant conducted me to the elevator.,"{""n"": [""manner of acting or controlling yourself"", ""(behavioral attributes) the way a person behaves toward other people""], ""v"": [""direct the course of; manage or control"", ""lead, as in the performance of a composition"", ""behave in a certain manner"", ""take somebody somewhere"", ""transmit or serve as the medium for transmission"", ""lead musicians in the performance of""]}",image.6032.jpg,v,4.0
12362,bear,"At work, she bears the title of manager.","{""n"": [""massive plantigrade carnivorous or omnivorous mammals with long shaggy coats and strong claws"", ""an investor with a pessimistic market outlook; an investor who expects prices to fall and so sells now in order to buy later at a lower price""], ""v"": [""have"", ""cause to be born"", ""put up with something or somebody unpleasant"", ""move while holding up or supporting"", ""bring forth,"", ""take on as one's own the expenses or debts of another person"", ""contain or hold; have within"", ""bring in"", ""have on one's person"", ""behave in a certain manner"", ""have rightfully; of rights, titles, and offices"", ""support or hold in a certain manner"", ""be pregnant with""]}",image.11790.jpg,v,11.0
12380,flax,I picked up some flax at the garden center.,"{""n"": [""fiber of the flax plant that is made into thread and woven into linen fabric"", ""plant of the genus Linum that is cultivated for its seeds and for the fibers of its stem""]}",image.3211.jpg,n,2.0
12397,apple,There was an apple in the backyard when we moved in.,"{""n"": [""fruit with red or yellow or green skin and sweet to tart crisp whitish flesh"", ""native Eurasian tree widely cultivated in many varieties for its firm rounded edible fruits""]}",image.8489.jpg,n,2.0
12426,ape,The ape copied the guide's wave.,"{""n"": [""any of various primates with short tails or no tail at all"", ""someone who copies the words or behavior of another"", ""person who resembles a nonhuman primate""], ""v"": [""imitate uncritically and in every aspect"", ""represent in or produce a caricature of""]}",image.5478.jpg,n,1.0
12447,ram,A car rammed the curb on the corner.,"{""n"": [""the most common computer memory which can be used by programs to perform necessary tasks while the computer is on; an integrated circuit memory chip allows information to be stored or accessed in any order and all storage locations are equally accessible"", ""(astrology) a person who is born while the sun is in Aries"", ""the first sign of the zodiac which the sun enters at the vernal equinox; the sun is in this sign from about March 21 to April 19"", ""a tool for driving or forcing something by impact"", ""uncastrated adult male sheep""], ""v"": [""strike or drive against with a heavy impact"", ""force into or from an action or state, either physically or metaphorically"", ""undergo damage or destruction on impact"", ""crowd or pack to capacity""]}",image.3023.jpg,v,1.0
12457,brush,I need to buy a new brush before the weekend.,"{""n"": [""a dense growth of bushes"", ""an implement that has hairs or bristles firmly set into a handle"", ""momentary contact"", ""conducts current between rotating and stationary parts of a generator or motor"", ""a bushy tail or part of a bushy tail (especially of the fox)"", ""a minor short-term fight"", ""the act of brushing your teeth"", ""the act of brushing your hair"", ""contact with something dangerous or undesirable""], ""v"": [""rub with a brush, or as if with a brush"", ""touch lightly and briefly"", ""clean with a brush"", ""sweep across or over"", ""remove with or as if with a brush"", ""cover by brushing""]}",image.236.jpg,n,2.0
12470,apache,We saw the apache waiting outside the station.,"{""n"": [""any member of Athapaskan tribes that migrated to the southwestern desert (from Arizona to Texas and south into Mexico); fought a losing battle from 1861 to 1886 with the United States and were resettled in Oklahoma"", ""a Parisian gangster"", ""the language of the Apache""]}",image.6465.jpg,n,2.0
12538,snowball,"After dinner, we split a snowball.","{""n"": [""plant having heads of fragrant white trumpet-shaped flowers; grows in sandy arid regions"", ""ball of ice cream covered with coconut and usually chocolate sauce"", ""ball of crushed ice with fruit syrup"", ""snow pressed into a ball for throwing (playfully)""], ""v"": [""increase or accumulate at a rapidly accelerating rate"", ""throw snowballs at""]}",image.880.jpg,n,2.0
12546,snowball,I bought a snowball after the game.,"{""n"": [""plant having heads of fragrant white trumpet-shaped flowers; grows in sandy arid regions"", ""ball of ice cream covered with coconut and usually chocolate sauce"", ""ball of crushed ice with fruit syrup"", ""snow pressed into a ball for throwing (playfully)""], ""v"": [""increase or accumulate at a rapidly accelerating rate"", ""throw snowballs at""]}",image.12824.jpg,n,3.0
12562,roll,I need to roll the dough before dinner.,"{""n"": [""rotary motion of an object around its own axis"", ""a list of names"", ""a long heavy sea wave as it advances towards the shore"", ""photographic film rolled up inside a container to protect it from light"", ""a round shape formed by a series of concentric circles (as formed by leaves or flower petals)"", ""a roll of currency notes (often taken as the resources of a person or business etc.)"", ""small rounded bread either plain or sweet"", ""a deep prolonged sound (as of thunder or large bells)"", ""the sound of a drum (especially a snare drum) beaten rapidly and continuously"", ""a document that can be rolled up (as for storage)"", ""anything rolled up in cylindrical form"", ""the act of throwing dice"", ""walking with a swaying gait"", ""a flight maneuver; aircraft rotates about its longitudinal axis without changing direction or losing altitude"", ""the act of rolling something (as the ball in bowling)""], ""v"": [""move by turning over or rotating"", ""move along on or as if on wheels or a wheeled vehicle"", ""occur in soft rounded shapes"", ""flatten or spread with a roller"", ""emit, produce, or utter with a deep prolonged reverberating sound"", ""arrange or or coil around"", ""begin operating or running"", ""shape by rolling"", ""execute a roll, in tumbling"", ""sell something to or obtain something from by energetic and especially underhanded activity"", ""move in a wavy pattern or with a rising and falling motion"", ""move about aimlessly or without any destination, often in search of food or employment"", ""move, rock, or sway from side to side"", ""cause to move by turning over or in a circular manner of as if on an axis"", ""pronounce with a roll, of the phoneme /r/"", ""boil vigorously"", ""take the shape of a roll or cylinder"", ""show certain properties when being rolled""]}",image.9981.jpg,v,4.0
12588,weld,I saw a weld near the wall.,"{""n"": [""European mignonette cultivated as a source of yellow dye; naturalized in North America"", ""United States abolitionist (1803-1895)"", ""a metal joint formed by softening with heat and fusing or hammering together""], ""v"": [""join together by heating"", ""unite closely or intimately""]}",image.3364.jpg,n,1.0
12624,plait,I had to smooth a plait on my shirt before I went out.,"{""n"": [""a hairdo formed by braiding or twisting the hair"", ""any of various types of fold formed by doubling fabric back upon itself and then pressing or stitching into shape""], ""v"": [""make by braiding or interlacing"", ""weave into plaits""]}",image.11250.jpg,n,2.0
12648,plan,We should plan the presentation before the meeting.,"{""n"": [""a series of steps to be carried out or goals to be accomplished"", ""an arrangement scheme"", ""scale drawing of a structure""], ""v"": [""have the will and intention to carry out some action"", ""make plans for something"", ""make or work out a plan for; devise"", ""make a design of; plan out in systematic, often graphic form""]}",image.5644.jpg,v,3.0
12665,herd,A herd was waiting outside the gate when I arrived.,"{""n"": [""a group of cattle or sheep or other domestic mammals all of the same kind that are herded by humans"", ""a group of wild mammals of one species that remain together: antelope or elephants or seals or whales or zebra"", ""a crowd especially of ordinary or undistinguished persons or things""], ""v"": [""cause to herd, drive, or crowd together"", ""move together, like a herd"", ""keep, move, or drive animals""]}",image.4737.jpg,n,1.0
